0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
9.207106781186547906e+00,1.300000000000000000e+01,1.411952778321601043e+00
9.207106781186547906e+00,1.300000000000000000e+01,1.411952778321601043e+00
1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+00
2.662132034355964194e+01,3.300000000000000000e+01,1.239607937326952181e+00
3.600000000000000000e+01,6.700000000000000000e+01,1.861111111111111160e+00
7.465685424949236904e+01,1.740000000000000000e+02,2.330663430025021743e+00
9.762132034355963128e+01,2.910000000000000000e+02,2.980906209584965438e+00
1.394497474683058158e+02,4.430000000000000000e+02,3.176771618755962034e+00
1.666213203435596597e+02,6.240000000000000000e+02,3.745018937032563056e+00
1.748284271247461845e+02,7.530000000000000000e+02,4.307079874731746472e+00
1.726213203435596597e+02,8.470000000000000000e+02,4.906694018527131718e+00
1.670355339059327378e+02,9.440000000000000000e+02,5.651492098271858389e+00
1.762426406871192910e+02,1.048000000000000000e+03,5.946347580325339166e+00
1.688284271247461845e+02,1.125000000000000000e+03,6.663569750423280702e+00
1.712071067811865532e+02,1.223000000000000000e+03,7.143395055224377010e+00
1.856213203435596597e+02,1.329000000000000000e+03,7.159737887545476021e+00
1.948284271247461845e+02,1.463000000000000000e+03,7.509171128622106117e+00
1.962071067811865532e+02,1.557000000000000000e+03,7.935492376106398460e+00
2.086213203435596597e+02,1.626000000000000000e+03,7.794026024388529095e+00
1.988639610306789223e+02,1.601000000000000000e+03,8.050729713429635837e+00
2.088284271247462129e+02,1.657000000000000000e+03,7.934743477286120950e+00
2.132781745930520287e+02,1.736000000000000000e+03,8.139604548437249676e+00
2.284497474683058442e+02,1.755000000000000000e+03,7.682214664052019693e+00
2.210355339059327662e+02,1.849000000000000000e+03,8.365170827179708724e+00
2.372426406871192910e+02,1.959000000000000000e+03,8.257368887507753996e+00
2.376568542494923690e+02,2.014000000000000000e+03,8.474403174106230452e+00
2.320355339059327662e+02,2.031000000000000000e+03,8.752969710334829401e+00
2.778284271247462129e+02,2.151000000000000000e+03,7.742188307585211149e+00
2.854497474683058726e+02,2.207000000000000000e+03,7.731658617932559707e+00
2.826568542494924259e+02,2.240000000000000000e+03,7.924803401451646856e+00
2.930710678118655323e+02,2.333000000000000000e+03,7.960526494200544256e+00
