0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.003035928256945430e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.681444093639493875e-01,5.398218517585666731e-01,0.000000000000000000e+00
7.019359229164999769e-01,6.830482224747618236e-01,0.000000000000000000e+00
4.220263655524505442e-01,6.444847048814087431e-01,0.000000000000000000e+00
8.547853410232288951e-01,8.829746436971841472e-01,8.795930674296471574e-01
8.936701545567341531e-01,9.184599581189646367e-01,8.582352912876689555e-01
7.986869918736912988e-01,8.147431128094385633e-01,8.848003625861295962e-01
7.522106695380817998e-01,6.349396522667750675e-01,3.716944177558958451e-01
7.342241189864612272e-01,6.680466743224033888e-01,7.413988162340576782e-01
6.888830737297197970e-01,5.823755332652915673e-01,3.880755957432727166e-01
7.247635857233425405e-01,6.367585032852705051e-01,5.602698222590162258e-01
7.249993242232571911e-01,7.107750136525318174e-01,4.887118643466225043e-01
7.106877508249495046e-01,7.655095340159212558e-01,5.404601778275618384e-01
7.209366753863063471e-01,6.232370085750965627e-01,6.497603905673107194e-01
8.636176003732717321e-01,8.549509179065198916e-01,8.521066503797247726e-01
9.047638145282418387e-01,9.333973924379826981e-01,8.551208880115375166e-01
9.253389063866591657e-01,9.147928466253002489e-01,9.190781999484295417e-01
9.548552305652829864e-01,8.849812245085423301e-01,8.982547870456779604e-01
9.324750948207719548e-01,9.072473923459376532e-01,8.993993691898344300e-01
9.281307530671540906e-01,9.340420731929730547e-01,9.373116268183663280e-01
8.703884110324681123e-01,9.292521916886942179e-01,9.302749537016992143e-01
9.590214908895102752e-01,8.911151472632555803e-01,9.143540398567300276e-01
9.418016717630791623e-01,9.396815036932240073e-01,9.256577475832341584e-01
9.622773014267982372e-01,9.237403062100292273e-01,9.461068920127059245e-01
9.162590385903158774e-01,9.617509862210014138e-01,9.259182311676973365e-01
9.343014547718034857e-01,9.400005360174872315e-01,9.262120801561920524e-01
9.225107431747918696e-01,9.419305060931859597e-01,9.063655651339384001e-01
9.056035117188065975e-01,9.346642607224493471e-01,9.313178579097817211e-01
