0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
19.207107,25.000000,1.301602
35.207107,63.000000,1.789411
50.000000,105.000000,2.100000
55.414214,115.000000,2.075280
70.207107,147.000000,2.093805
104.414214,196.000000,1.877139
130.414214,249.000000,1.909301
155.207107,307.000000,1.978002
202.242641,416.000000,2.056935
230.035534,475.000000,2.064898
246.414214,560.000000,2.272596
300.449747,680.000000,2.263274
343.828427,797.000000,2.318017
384.621320,949.000000,2.467362
410.828427,1118.000000,2.721331
447.449747,1341.000000,2.996985
401.035534,1644.000000,4.099387
375.449747,1877.000000,4.999337
366.621320,2014.000000,5.493407
396.621320,2180.000000,5.496427
394.035534,2367.000000,6.007072
411.621320,2552.000000,6.199873
411.414214,2744.000000,6.669677
394.621320,2839.000000,7.194239
383.414214,2899.000000,7.561013
383.621320,2951.000000,7.692482
381.828427,3011.000000,7.885741
399.035534,3015.000000,7.555718
364.414214,3023.000000,8.295505
345.242641,3015.000000,8.732988
357.000000,3052.000000,8.549020
366.828427,3110.000000,8.478078
355.035534,3128.000000,8.810386
374.621320,3189.000000,8.512596
381.035534,3229.000000,8.474275
403.242641,3244.000000,8.044784
432.449747,3293.000000,7.614758
475.278175,3363.000000,7.075856
492.449747,3422.000000,6.948932
517.656854,3476.000000,6.714873
518.242641,3553.000000,6.855862
488.828427,3635.000000,7.436147
476.828427,3714.000000,7.788965
498.656854,3732.000000,7.484104
489.449747,3741.000000,7.643277
498.656854,3695.000000,7.409905
485.242641,3661.000000,7.544679
528.242641,3607.000000,6.828301
609.656854,3393.000000,5.565426
593.656854,3139.000000,5.287566
569.278175,2961.000000,5.201324
566.449747,2788.000000,4.921884
564.449747,2731.000000,4.838340
537.242641,2639.000000,4.912119
485.621320,2574.000000,5.300426
467.449747,2482.000000,5.309662
461.656854,2456.000000,5.319969
455.621320,2437.000000,5.348740
452.828427,2373.000000,5.240395
446.449747,2318.000000,5.192074
432.035534,2207.000000,5.108376
403.656854,2108.000000,5.222257
378.414214,2005.000000,5.298427
363.242641,1873.000000,5.156333
332.828427,1698.000000,5.101728
295.207107,1505.000000,5.098116
251.414214,1377.000000,5.477017
238.414214,1275.000000,5.347836
222.621320,1168.000000,5.246577
208.207107,1058.000000,5.081479
193.621320,948.000000,4.896155
177.207107,796.000000,4.491919
150.000000,637.000000,4.246667
128.414214,526.000000,4.096120
112.000000,414.000000,3.696429
109.000000,286.000000,2.623853
56.000000,127.000000,2.267857
31.207107,59.000000,1.890595
1.000000,3.000000,3.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
