0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.101290092793541842e-01,7.138094421376250942e-01,0.000000000000000000e+00
8.875685583176325943e-01,7.979292571648443078e-01,0.000000000000000000e+00
7.644965860785721823e-01,7.506635146451376972e-01,0.000000000000000000e+00
7.328686709028398027e-01,7.770599212634771158e-01,7.152606367287988043e-01
5.955662199314671890e-01,7.459932517810122787e-01,6.218099156288091622e-01
7.114804341754061845e-01,8.591480360104247760e-01,7.203836250950730324e-01
7.978357968824197899e-01,7.769680996024644903e-01,7.952020282579552735e-01
7.666350598523657967e-01,7.127681115428625702e-01,7.512709272800327520e-01
8.830740304518186479e-01,8.071560975495718493e-01,7.932504192693919931e-01
7.430434975708640755e-01,6.393595263405491558e-01,7.904702952638446023e-01
7.625682603306795926e-01,7.679753470767974877e-01,6.421768273247790981e-01
7.417537220596931435e-01,6.005988023705658430e-01,7.094263026984340970e-01
4.145353331314599044e-01,6.983601761675048980e-01,6.916081376461481467e-01
8.232269951158454058e-01,6.975614660424905855e-01,7.625472863622597686e-01
8.258660585540087418e-01,7.454378630524541860e-01,8.638521832709112891e-01
7.764621908417734808e-01,8.165623501706563703e-01,8.692972718689935263e-01
8.941947471136270087e-01,8.673843391111271117e-01,7.933263797271215001e-01
8.069474030360984651e-01,7.681736605700408838e-01,8.370912005345260143e-01
8.682423806612091788e-01,8.414857738497889539e-01,8.473615222583372741e-01
7.137376163178186239e-01,7.967488665739922427e-01,7.753623088091519122e-01
8.233021547598333711e-01,7.991182639878806615e-01,8.538699851037276911e-01
8.284347295612242146e-01,7.878407764701412797e-01,8.330156161633889278e-01
8.497490746849813981e-01,8.488396192545935026e-01,8.225753288139983077e-01
8.950023154108426304e-01,8.967647468388666443e-01,8.479439450797949807e-01
8.162293983847863643e-01,8.572185390558796358e-01,8.628081050380224104e-01
8.050319777276166988e-01,7.997110555640963847e-01,8.547520045768540742e-01
9.013077675831930868e-01,8.531952110426979097e-01,8.600582373184990637e-01
