0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.727918826883632297e-01,9.591185947477494089e-01,6.855296187407375896e-01,1.280000000000000000e+02
4.577309721484004168e-01,9.490770160929635768e-01,7.104665652681351196e-01,1.280000000000000000e+02
3.885098216743836375e-01,9.417813490057242998e-01,7.412303108254738593e-01,1.280000000000000000e+02
3.760739855625374606e-01,9.362112149952062090e-01,7.303601836393579516e-01,1.280000000000000000e+02
3.359000233976822680e-01,9.213787323888498193e-01,8.925433891195341252e-01,1.280000000000000000e+02
3.078557180362676005e-01,8.861182087363363991e-01,7.974916113847545507e-01,1.280000000000000000e+02
2.916820209528511176e-01,9.006299134298554332e-01,5.650030833400540020e-01,1.280000000000000000e+02
2.630863814592504513e-01,8.878460613469206786e-01,5.635153874960295850e-01,1.280000000000000000e+02
2.524356551634510115e-01,8.814782348287839575e-01,5.957334104266993613e-01,1.280000000000000000e+02
2.523168101460580570e-01,8.723748343040965691e-01,6.573151534702748044e-01,1.280000000000000000e+02
2.455455237314067840e-01,8.777694790892821564e-01,7.909525270597455027e-01,1.280000000000000000e+02
2.132666831362352300e-01,8.820294657660361359e-01,8.804516083830062900e-01,1.280000000000000000e+02
1.996204692942707692e-01,7.959049962078550422e-01,9.186728634514436109e-01,1.280000000000000000e+02
2.021375372240429569e-01,6.959707897007304522e-01,9.224186124123561203e-01,1.280000000000000000e+02
2.117081741201259915e-01,6.926128228120991270e-01,9.264990857354985510e-01,1.280000000000000000e+02
2.257847452398402954e-01,7.636564796137123023e-01,9.245329618020264872e-01,1.280000000000000000e+02
2.662266388990148780e-01,8.576255304811351010e-01,9.166950253162590156e-01,1.280000000000000000e+02
2.919101255731632039e-01,9.101607515589767994e-01,9.051103913706987081e-01,1.280000000000000000e+02
3.011915549338397002e-01,9.322222318126814899e-01,8.923609306907915872e-01,1.280000000000000000e+02
3.119853818886023089e-01,9.555216529933797664e-01,8.789227283638580968e-01,1.280000000000000000e+02
3.317401003045578611e-01,9.655600158459708426e-01,8.764486693066718681e-01,1.280000000000000000e+02
3.390026125131714307e-01,9.681061665675210204e-01,8.746531848620778815e-01,1.280000000000000000e+02
3.472440176634210562e-01,9.686329662929292761e-01,8.743613467103554804e-01,1.280000000000000000e+02
3.477341726339732153e-01,9.699014656163372772e-01,8.776251684463083347e-01,1.280000000000000000e+02
3.423507972945846745e-01,9.722028940545415221e-01,8.844474518190671430e-01,1.280000000000000000e+02
3.279064536002830321e-01,9.730951346562347615e-01,8.885441014665315107e-01,1.280000000000000000e+02
3.163782388031634030e-01,9.746277367241120704e-01,8.932873583814384677e-01,1.280000000000000000e+02
3.128735425062171838e-01,9.739858581233590273e-01,8.914705269680918143e-01,1.280000000000000000e+02
3.109684458150558384e-01,9.721049124767450200e-01,8.878091230344795637e-01,1.280000000000000000e+02
2.994675696894170125e-01,9.701948830976592220e-01,8.804177398489656525e-01,1.280000000000000000e+02
2.914160351958204331e-01,9.683059406844117811e-01,8.732454100770533634e-01,1.280000000000000000e+02
2.818180381164883119e-01,9.670635762647569189e-01,8.688252066386735750e-01,1.280000000000000000e+02
2.922942666038733095e-01,9.645464575554413278e-01,8.641729229099699428e-01,1.280000000000000000e+02
2.810408489271460919e-01,9.638336360058719077e-01,8.476881264693307827e-01,1.280000000000000000e+02
2.735331443773117432e-01,9.649998216774166027e-01,8.304618020162917169e-01,1.280000000000000000e+02
2.684804819475948290e-01,9.657077119620599559e-01,8.180551629000003544e-01,1.280000000000000000e+02
2.630718310486530598e-01,9.661203175368408003e-01,7.968274934878516458e-01,1.280000000000000000e+02
2.593145609570701726e-01,9.640981536451039835e-01,7.746089114289816946e-01,1.280000000000000000e+02
2.651324059314916215e-01,9.633339878666993261e-01,7.597335651547230118e-01,1.280000000000000000e+02
2.688973226963015106e-01,9.635785495742887896e-01,7.571131758426894454e-01,1.280000000000000000e+02
2.806868559821700249e-01,9.653288589995910884e-01,7.635867137959414519e-01,1.280000000000000000e+02
2.875535220672920111e-01,9.629022088045041672e-01,7.737605172822940025e-01,1.280000000000000000e+02
2.928054415046567605e-01,9.633992369688320068e-01,7.790925994905256724e-01,1.280000000000000000e+02
3.003077842270588937e-01,9.679246034455529779e-01,7.781776051423947571e-01,1.280000000000000000e+02
3.038636750656315000e-01,9.726159561313159063e-01,7.825096032111265032e-01,1.280000000000000000e+02
3.056162369567149151e-01,9.765317391074259668e-01,7.874861989706494203e-01,1.280000000000000000e+02
3.210913665055471489e-01,9.759488924909585084e-01,7.880901701076816757e-01,1.280000000000000000e+02
3.027024804032383276e-01,9.735781472363105316e-01,7.896348328862006216e-01,1.280000000000000000e+02
2.770688659650787922e-01,9.681315900847456968e-01,7.840957902270156987e-01,1.280000000000000000e+02
2.636876590402622011e-01,9.612203628393156674e-01,7.869829662290757089e-01,1.280000000000000000e+02
2.507528929590026601e-01,9.495710722803045734e-01,7.927839644729937074e-01,1.280000000000000000e+02
2.437240909307875347e-01,9.417416071436720548e-01,7.901345073794285856e-01,1.280000000000000000e+02
2.423950922025737698e-01,9.309245037628949282e-01,7.900501674929384377e-01,1.280000000000000000e+02
